dsusingtheilsuforsurvival,	 dsusingtheilsuforsurvivalcp17,	 delete,	 21_png_dsusingtheilsuforsurvival,	 -
hyyoushouldnotuseroccurve,	 hyyoushouldnotuseroccurvecp17,	 delete,	 17_png_hyyoushouldnotuseroccurve,	 -
19pandasprofilingbeginner,	 19pandasprofilingbeginnercp17, add,	 cell_9504,	 90_png_izationplotlyplotstreemap
winedatasetdatacleaning,	 winedatasetdatacleaningcp17,	 delete,	 cell_7567,	 -
ificationsmachinelearning,	 ificationsmachinelearningcp17,	 delete,	 cell_7775,	 -
tplotlibvisualizationtips,	 tplotlibvisualizationtipscp17, add,	 cell_9307,	 7_text_recipesanalysis
ameswannadobusinesswithit,	 ameswannadobusinesswithitcp17,	 delete,	 32_df2_ameswannadobusinesswithit,	 -
sanalysisandvisualization,	 sanalysisandvisualizationcp17, add,	 67_DataFrame_sanalysisandvisualization,	 cell_9444
netflixandeda,	 netflixandedacp17, add,	 cell_9262,	 cell_9947
mobilepriceprediction,	 mobilepricepredictioncp17, add,	 cell_10285,	 cell_10181
andrecommendationusingknn,	 andrecommendationusingknncp17, add,	 30_text_andrecommendationusingknn,	 cell_8218
nmethodsonmushroomdataset,	 nmethodsonmushroomdatasetcp17,	 delete,	 11_data_nmethodsonmushroomdataset,	 -
lephonepricingpredictions,	 lephonepricingpredictionscp17, add,	 32_X2_lephonepricingpredictions,	 11_df_sisandvisualizationfifa19
solarpowergenerationdata,	 solarpowergenerationdatacp17, add,	 cell_8299,	 15_text_rclothesdatavisualization
chooseheartovermind,	 chooseheartovermindcp17, add,	 14_text_chooseheartovermind,	 51_text_andasmatplotlibandseaborn
ogisticregressionfeatures,	 ogisticregressionfeaturescp17,	 delete,	 13_png_ogisticregressionfeatures,	 -
ngtobasicregressionmodels,	 ngtobasicregressionmodelscp17, add,	 cell_10144,	 20_png_decisiontreeclassifier
eogamesindustrymadesimple,	 eogamesindustrymadesimplecp17, add,	 cell_8654,	 cell_8864
lerexoplanetsearchresults,	 lerexoplanetsearchresultscp17,	 delete,	 15_text_lerexoplanetsearchresults,	 -
classification9975acrfpca,	 classification9975acrfpcacp17, add,	 cell_10006,	 cell_9855
mobilepriceclassification,	 mobilepriceclassificationcp17,	 delete,	 cell_10250,	 -
mushroomclassification,	 mushroomclassificationcp17, add,	 20_png_mushroomclassification,	 26_text_lysiswithlinearregression
winesnsandpltanalysis,	 winesnsandpltanalysiscp17,	 delete,	 16_png_winesnsandpltanalysis,	 -
ificationedaplotlyseaborn,	 ificationedaplotlyseaborncp17, add,	 44_text_ificationedaplotlyseaborn,	 cell_7792
unitsoldpredictmodel,	 unitsoldpredictmodelcp17, add,	 24_png_unitsoldpredictmodel,	 46_text_andasmatplotlibandseaborn
geiiisimpleedaandcracking,	 geiiisimpleedaandcrackingcp17,	 delete,	 cell_7908,	 -
egrehastalarnsnflandrlmas,	 egrehastalarnsnflandrlmascp17, add,	 cell_10116,	 71_text_iencetutorialforbeginners
edaonindiancuisine,	 edaonindiancuisinecp17, add,	 cell_7047,	 cell_9431
edanetflix,	 edanetflixcp17, add,	 1_text_edanetflix,	 cell_7558
tionedawithvisualizations,	 tionedawithvisualizationscp17,	 delete,	 16_DataFrame_tionedawithvisualizations,	 -
indiafbprophetforecasting,	 indiafbprophetforecastingcp17,	 delete,	 cell_7977,	 -
sisandvisualizationfifa19,	 sisandvisualizationfifa19cp17,	 delete,	 13_text_sisandvisualizationfifa19,	 -
rningedawithbiomechanical,	 rningedawithbiomechanicalcp17,	 delete,	 24_x_rningedawithbiomechanical,	 -
covid19tweetsedaviz,	 covid19tweetsedavizcp17, add,	 cell_9019,	 12_test_df_level_3_geiiisimpleedaandcracking
ssalesdataedaandwordcloud,	 ssalesdataedaandwordcloudcp17,	 delete,	 7_text_ssalesdataedaandwordcloud,	 -
doyouknowaboutfootballers,	 doyouknowaboutfootballerscp17,	 delete,	 cell_9755,	 -
viesanalysisvisualization,	 viesanalysisvisualizationcp17,	 delete,	 35_png_viesanalysisvisualization,	 -
salesendtoendconstruction,	 salesendtoendconstructioncp17,	 delete,	 8_text_salesendtoendconstruction,	 -
winerecommender,	 winerecommendercp17, add,	 cell_7636,	 26_text_ndiancuisineedawithplotly
dnetflixandchillgetfamous,	 dnetflixandchillgetfamouscp17, add,	 7_df_titles_dnetflixandchillgetfamous,	 22_text_fifa19analysis
ystemusingweightedaverage,	 ystemusingweightedaveragecp17, add,	 cell_7731,	 11_corrmat_gsalesregressionr2score95
andasmatplotlibandseaborn,	 andasmatplotlibandseaborncp17,	 delete,	 21_text_andasmatplotlibandseaborn,	 -
decisiontreeclassifier,	 decisiontreeclassifiercp17, add,	 18_text_decisiontreeclassifier,	 cell_7524
shierarchicalonindianfood,	 shierarchicalonindianfoodcp17, add,	 22_png_shierarchicalonindianfood,	 cell_8122
nanalysisandvisualization,	 nanalysisandvisualizationcp17, add,	 37_plant_2_generation_data_nanalysisandvisualization,	 112_png_isvisualizationwithpython
indianfoodexploration,	 indianfoodexplorationcp17,	 delete,	 4_text_indianfoodexploration,	 -
eringvslogisticregression,	 eringvslogisticregressioncp17,	 delete,	 cell_9812,	 -
scienceandmachinelearning,	 scienceandmachinelearningcp17,	 delete,	 25_png_scienceandmachinelearning,	 -
lysisandvisualizationwine,	 lysisandvisualizationwinecp17, add,	 cell_7523,	 24_data_doyouknowaboutfootballers
ithmsandfeatureimportance,	 ithmsandfeatureimportancecp18,	 delete,	 cell_9916,	 -
ificationwithrandomforest,	 ificationwithrandomforestcp18, add,	 cell_9876,	 cell_8683
hedaandlogisticregression,	 hedaandlogisticregressioncp18, add,	 25_png_hedaandlogisticregression,	 cell_8825
salesprediction,	 salespredictioncp18,	 delete,	 cell_7334,	 -
acomparisonoffewmlmodels,	 acomparisonoffewmlmodelscp18,	 delete,	 cell_9931,	 -
videogamesedaseaborn,	 videogamesedaseaborncp18, add,	 cell_8575,	 7_x_edictionusingmlalgorithms
ndiancuisineedawithplotly,	 ndiancuisineedawithplotlycp18,	 delete,	 cell_7146,	 -
recipesanalysis,	 recipesanalysiscp18,	 delete,	 cell_7155,	 -
9tweetsentimentalanalysis,	 9tweetsentimentalanalysiscp18, add,	 5_text_9tweetsentimentalanalysis,	 16_text_deogamesalesedawithplotly
iveedavizlinearregression,	 iveedavizlinearregressioncp18, add,	 cell_9462,	 cell_8963
olarpowermachinelearningi,	 olarpowermachinelearningicp18, add,	 173_png_olarpowermachinelearningi,	 35_plain_stats_test_hingtobeginwithafirsthint
fifa19analysis,	 fifa19analysiscp18, add,	 33_text_fifa19analysis,	 4_text_olarpowermachinelearningi
netflixdataanalysis,	 netflixdataanalysiscp18, add,	 24_text_netflixdataanalysis,	 cell_9173
gsalesregressionr2score95,	 gsalesregressionr2score95cp18,	 delete,	 cell_8427,	 -
solarpowergenerationeda,	 solarpowergenerationedacp18,	 delete,	 35_text_solarpowergenerationeda,	 -
ningkmeansandhierarchical,	 ningkmeansandhierarchicalcp18,	 delete,	 cell_10042,	 -
toseeingredientsimilarity,	 toseeingredientsimilaritycp18, add,	 cell_7172,	 24_text_ics1descriptivestatistics
eofmlclassificationmodels,	 eofmlclassificationmodelscp18, add,	 cell_8971,	 10_text_ystemusingweightedaverage
ndationenginewithnetworkx,	 ndationenginewithnetworkxcp18,	 delete,	 12_text_ndationenginewithnetworkx,	 -
lysiswithlinearregression,	 lysiswithlinearregressioncp18,	 delete,	 cell_9367,	 -
sicsedamlforverybeginners,	 sicsedamlforverybeginnerscp18,	 delete,	 15_text_sicsedamlforverybeginners,	 -
izationplotlyplotstreemap,	 izationplotlyplotstreemapcp18, add,	 cell_9168,	 cell_9045
usinggaussiandistribution,	 usinggaussiandistributioncp18, add,	 27_train_strip_v0_usinggaussiandistribution,	 cell_8587
classification929accuracy,	 classification929accuracycp18,	 delete,	 5_corr_classification929accuracy,	 -
amesdatasetedausingpython,	 amesdatasetedausingpythoncp18, add,	 27_text_amesdatasetedausingpython,	 11_text_andasmatplotlibandseaborn
indianfood101,	 indianfood101cp18,	 delete,	 15_png_indianfood101,	 -
level12simpleedaonlevel34,	 level12simpleedaonlevel34cp18, add,	 21_DataFrame_level12simpleedaonlevel34,	 71_DataFrame_unitsoldpredictmodel
fifa19visualization,	 fifa19visualizationcp18,	 delete,	 cell_9408,	 -
businessanalysisreport3,	 businessanalysisreport3cp18,	 delete,	 cell_8709,	 -
chesswinnerprediction,	 chesswinnerpredictioncp18, add,	 cell_8854,	 cell_10134
edictionusingmlalgorithms,	 edictionusingmlalgorithmscp18, add,	 10_png_edictionusingmlalgorithms,	 34_data_cats_tionedawithvisualizations
solarpowerplantanalysis,	 solarpowerplantanalysiscp18,	 delete,	 cell_8159,	 -
dpredictionwithtensorflow,	 dpredictionwithtensorflowcp18, add,	 18_data_dpredictionwithtensorflow,	 3_text_nerationpredictionxgboost
thefutureofpowerissolar,	 thefutureofpowerissolarcp18, add,	 cell_8189,	 21_DataFrame_netflixandeda
covid19tweetanalysis,	 covid19tweetanalysiscp18, add,	 41_train_covid19tweetanalysis,	 cell_8230
tavisualizationwithpython,	 tavisualizationwithpythoncp18, add,	 cell_8799,	 cell_10124
iencetutorialforbeginners,	 iencetutorialforbeginnerscp18,	 delete,	 64_data_iencetutorialforbeginners,	 -
atasetexploratoryanalysis,	 atasetexploratoryanalysiscp18, add,	 14_confirmed_atasetexploratoryanalysis,	 cell_7189
isvisualizationwithpython,	 isvisualizationwithpythoncp18, add,	 cell_7872,	 cell_7211
lixedaconsumptionanalysis,	 lixedaconsumptionanalysiscp18, add,	 cell_9207,	 cell_8153
criptionswithnlpandkmeans,	 criptionswithnlpandkmeanscp18,	 delete,	 10_png_criptionswithnlpandkmeans,	 -
nsivetutorialdatacleaning,	 nsivetutorialdatacleaningcp18,	 delete,	 35_df_predicted_nsivetutorialdatacleaning,	 -
ics1descriptivestatistics,	 ics1descriptivestatisticscp18, add,	 41_text_ics1descriptivestatistics,	 cell_9017
borsknnclassification7525,	 borsknnclassification7525cp18,	 delete,	 16_x_train_borsknnclassification7525,	 -
variateplottingwithpandas,	 variateplottingwithpandascp18, add,	 26_text_variateplottingwithpandas,	 cell_9515
isforsolarpowergeneration,	 isforsolarpowergenerationcp18, add,	 cell_8236,	 9_text_andasmatplotlibandseaborn
iewsdatasetinsightsofdata,	 iewsdatasetinsightsofdatacp18, add,	 cell_7518,	 59_png_olarpowermachinelearningi
heartdisease,	 heartdiseasecp18,	 delete,	 14_X_heartdisease,	 -
nerationpredictionxgboost,	 nerationpredictionxgboostcp18, add,	 37_DataFrame_nerationpredictionxgboost,	 18_movie_sorted_ranking_ystemusingweightedaverage
analysisvizrecommendation,	 analysisvizrecommendationcp18, add,	 cell_9328,	 27_train_strip_v0_usinggaussiandistribution
deogamesalesedawithplotly,	 deogamesalesedawithplotlycp18, add,	 65_JP_deogamesalesedawithplotly,	 6_text_amesdatasetedausingpython
exploratorydataanalysis,	 exploratorydataanalysiscp18, add,	 21_text_exploratorydataanalysis,	 cell_10115
ddatasetsvmclassification,	 ddatasetsvmclassificationcp18, add,	 30_df_test_all_ddatasetsvmclassification,	 53_text_izationplotlyplotstreemap
videogamesanalysis,	 videogamesanalysiscp18,	 delete,	 6_png_videogamesanalysis,	 -
dfrauddetection95accuracy,	 dfrauddetection95accuracycp18,	 delete,	 cell_8328,	 -
analysingindianrecipes,	 analysingindianrecipescp18,	 delete,	 31_DataFrame_analysingindianrecipes,	 -
predictingthesales,	 predictingthesalescp18,	 delete,	 cell_7446,	 -
rclothesdatavisualization,	 rclothesdatavisualizationcp18, add,	 15_text_rclothesdatavisualization,	 12_png_indianfood101
businessanalysisreport5,	 businessanalysisreport5cp18, add,	 cell_9109,	 3_DataFrame_edaonindiancuisine
hingtobeginwithafirsthint,	 hingtobeginwithafirsthintcp18,	 delete,	 cell_7928,	 -
merclothesinecommercewish,	 merclothesinecommercewishcp18,	 delete,	 cell_7374,	 -
ricepredictionwith95score,	 ricepredictionwith95scorecp18, add,	 cell_10353,	 cell_8145
dsusingtheilsuforsurvival,	 dsusingtheilsuforsurvivalcp18,	 delete,	 25_no_odor_w_dsusingtheilsuforsurvival,	 -
hyyoushouldnotuseroccurve,	 hyyoushouldnotuseroccurvecp18,	 delete,	 4_df_hyyoushouldnotuseroccurve,	 -
19pandasprofilingbeginner,	 19pandasprofilingbeginnercp18, add,	 cell_9506,	 cell_7859
winedatasetdatacleaning,	 winedatasetdatacleaningcp18,	 delete,	 11_png_winedatasetdatacleaning,	 -
ificationsmachinelearning,	 ificationsmachinelearningcp18,	 delete,	 cell_7790,	 -
tplotlibvisualizationtips,	 tplotlibvisualizationtipscp18, add,	 14_png_tplotlibvisualizationtips,	 cell_10365
ameswannadobusinesswithit,	 ameswannadobusinesswithitcp18, add,	 27_publisher_ameswannadobusinesswithit,	 cell_8496
sanalysisandvisualization,	 sanalysisandvisualizationcp18,	 delete,	 98_text_sanalysisandvisualization,	 -
netflixandeda,	 netflixandedacp18, add,	 cell_9246,	 cell_9034
mobilepriceprediction,	 mobilepricepredictioncp18, add,	 cell_10309,	 13_text_ameswannadobusinesswithit
andrecommendationusingknn,	 andrecommendationusingknncp18,	 delete,	 6_movies_andrecommendationusingknn,	 -
nmethodsonmushroomdataset,	 nmethodsonmushroomdatasetcp18,	 delete,	 cell_9982,	 -
lephonepricingpredictions,	 lephonepricingpredictionscp18,	 delete,	 cell_10244,	 -
solarpowergenerationdata,	 solarpowergenerationdatacp18, add,	 cell_8301,	 cell_9637
chooseheartovermind,	 chooseheartovermindcp18, add,	 cell_7749,	 68_png_olarpowermachinelearningi
ogisticregressionfeatures,	 ogisticregressionfeaturescp18,	 delete,	 cell_9922,	 -
ngtobasicregressionmodels,	 ngtobasicregressionmodelscp18,	 delete,	 4_text_ngtobasicregressionmodels,	 -
eogamesindustrymadesimple,	 eogamesindustrymadesimplecp18,	 delete,	 cell_8662,	 -
lerexoplanetsearchresults,	 lerexoplanetsearchresultscp18, add,	 5_raw_data_lerexoplanetsearchresults,	 35_png_dfrauddetection95accuracy
classification9975acrfpca,	 classification9975acrfpcacp18,	 delete,	 cell_9999,	 -
mobilepriceclassification,	 mobilepriceclassificationcp18, add,	 38_png_mobilepriceclassification,	 58_text_andrecommendationusingknn
mushroomclassification,	 mushroomclassificationcp18,	 delete,	 cell_9948,	 -
winesnsandpltanalysis,	 winesnsandpltanalysiscp18,	 delete,	 8_text_winesnsandpltanalysis,	 -
ificationedaplotlyseaborn,	 ificationedaplotlyseaborncp18, add,	 cell_10195,	 154_text_isvisualizationwithpython
unitsoldpredictmodel,	 unitsoldpredictmodelcp18,	 delete,	 59_salesData_unitsoldpredictmodel,	 -
geiiisimpleedaandcracking,	 geiiisimpleedaandcrackingcp18, add,	 15_submission_geiiisimpleedaandcracking,	 cell_9182
egrehastalarnsnflandrlmas,	 egrehastalarnsnflandrlmascp18, add,	 cell_10094,	 10_data_winesnsandpltanalysis
edaonindiancuisine,	 edaonindiancuisinecp18,	 delete,	 cell_7035,	 -
edanetflix,	 edanetflixcp18,	 delete,	 8_text_edanetflix,	 -
tionedawithvisualizations,	 tionedawithvisualizationscp18, add,	 29_png_tionedawithvisualizations,	 cell_9586
indiafbprophetforecasting,	 indiafbprophetforecastingcp18,	 delete,	 cell_7987,	 -
sisandvisualizationfifa19,	 sisandvisualizationfifa19cp18,	 delete,	 99_png_sisandvisualizationfifa19,	 -
rningedawithbiomechanical,	 rningedawithbiomechanicalcp18, add,	 cell_10060,	 41_text_ics1descriptivestatistics
covid19tweetsedaviz,	 covid19tweetsedavizcp18,	 delete,	 cell_8987,	 -
ssalesdataedaandwordcloud,	 ssalesdataedaandwordcloudcp18, add,	 4_text_ssalesdataedaandwordcloud,	 cell_8416
doyouknowaboutfootballers,	 doyouknowaboutfootballerscp18, add,	 cell_9773,	 5_DataFrame_winesnsandpltanalysis
viesanalysisvisualization,	 viesanalysisvisualizationcp18, add,	 43_png_viesanalysisvisualization,	 cell_8119
salesendtoendconstruction,	 salesendtoendconstructioncp18,	 delete,	 cell_8601,	 -
winerecommender,	 winerecommendercp18, add,	 19_png_winerecommender,	 42_text_iencetutorialforbeginners
dnetflixandchillgetfamous,	 dnetflixandchillgetfamouscp18, add,	 cell_9236,	 8_plant1_data_olarpowermachinelearningi
ystemusingweightedaverage,	 ystemusingweightedaveragecp18,	 delete,	 3_text_ystemusingweightedaverage,	 -
andasmatplotlibandseaborn,	 andasmatplotlibandseaborncp18, add,	 cell_7613,	 cell_9098
decisiontreeclassifier,	 decisiontreeclassifiercp18, add,	 20_png_decisiontreeclassifier,	 14_text_salesendtoendconstruction
shierarchicalonindianfood,	 shierarchicalonindianfoodcp18, add,	 cell_7054,	 cell_10078
nanalysisandvisualization,	 nanalysisandvisualizationcp18,	 delete,	 28_DataFrame_nanalysisandvisualization,	 -
indianfoodexploration,	 indianfoodexplorationcp18,	 delete,	 cell_7102,	 -
eringvslogisticregression,	 eringvslogisticregressioncp18, add,	 cell_9807,	 11_DataFrame_ystemusingweightedaverage
scienceandmachinelearning,	 scienceandmachinelearningcp18,	 delete,	 cell_10165,	 -
lysisandvisualizationwine,	 lysisandvisualizationwinecp18, add,	 12_text_lysisandvisualizationwine,	 68_avgwageoverall_doyouknowaboutfootballers
ithmsandfeatureimportance,	 ithmsandfeatureimportancecp19, add,	 cell_9913,	 40_cluster_df_eringvslogisticregression
ificationwithrandomforest,	 ificationwithrandomforestcp19,	 delete,	 cell_9898,	 -
hedaandlogisticregression,	 hedaandlogisticregressioncp19, add,	 26_turn_df_hedaandlogisticregression,	 cell_7976
salesprediction,	 salespredictioncp19,	 delete,	 10_text_salesprediction,	 -
acomparisonoffewmlmodels,	 acomparisonoffewmlmodelscp19, add,	 4_text_acomparisonoffewmlmodels,	 5_x_chesswinnerprediction
videogamesedaseaborn,	 videogamesedaseaborncp19, add,	 45_png_videogamesedaseaborn,	 35_png_tavisualizationwithpython
ndiancuisineedawithplotly,	 ndiancuisineedawithplotlycp19,	 delete,	 24_text_ndiancuisineedawithplotly,	 -
recipesanalysis,	 recipesanalysiscp19,	 delete,	 20_png_recipesanalysis,	 -
9tweetsentimentalanalysis,	 9tweetsentimentalanalysiscp19,	 delete,	 cell_8953,	 -
iveedavizlinearregression,	 iveedavizlinearregressioncp19, add,	 87_text_iveedavizlinearregression,	 cell_8192
olarpowermachinelearningi,	 olarpowermachinelearningicp19, add,	 cell_8102,	 cell_8348
fifa19analysis,	 fifa19analysiscp19,	 delete,	 cell_9525,	 -
netflixdataanalysis,	 netflixdataanalysiscp19,	 delete,	 cell_9273,	 -
gsalesregressionr2score95,	 gsalesregressionr2score95cp19, add,	 50_text_gsalesregressionr2score95,	 cell_10011
solarpowergenerationeda,	 solarpowergenerationedacp19, add,	 48_inv_rank_by_ac_p2_solarpowergenerationeda,	 13_text_doyouknowaboutfootballers
ningkmeansandhierarchical,	 ningkmeansandhierarchicalcp19, add,	 11_png_ningkmeansandhierarchical,	 cell_8425
toseeingredientsimilarity,	 toseeingredientsimilaritycp19, add,	 cell_7205,	 28_png_solarpowergenerationeda
eofmlclassificationmodels,	 eofmlclassificationmodelscp19,	 delete,	 cell_8981,	 -
ndationenginewithnetworkx,	 ndationenginewithnetworkxcp19, add,	 22_png_ndationenginewithnetworkx,	 17_png_mobilepriceprediction
lysiswithlinearregression,	 lysiswithlinearregressioncp19, add,	 49_png_lysiswithlinearregression,	 3_text_nerationpredictionxgboost
sicsedamlforverybeginners,	 sicsedamlforverybeginnerscp19, add,	 28_df_sicsedamlforverybeginners,	 14_text_andasmatplotlibandseaborn
izationplotlyplotstreemap,	 izationplotlyplotstreemapcp19,	 delete,	 17_text_izationplotlyplotstreemap,	 -
usinggaussiandistribution,	 usinggaussiandistributioncp19,	 delete,	 29_train_test_v1_usinggaussiandistribution,	 -
classification929accuracy,	 classification929accuracycp19,	 delete,	 cell_10357,	 -
amesdatasetedausingpython,	 amesdatasetedausingpythoncp19,	 delete,	 cell_8865,	 -
indianfood101,	 indianfood101cp19, add,	 cell_7122,	 95_png_doyouknowaboutfootballers
level12simpleedaonlevel34,	 level12simpleedaonlevel34cp19,	 delete,	 cell_7966,	 -
fifa19visualization,	 fifa19visualizationcp19,	 delete,	 1_text_fifa19visualization,	 -
businessanalysisreport3,	 businessanalysisreport3cp19, add,	 48_png_businessanalysisreport3,	 59_salesData_unitsoldpredictmodel
